age,sex,race,priors_count,juv_fel_count,charge_degree,days_b_screening_arrest,two_year_recid
36,Male,Caucasian,1,1,M,12,0
22,Female,African-American,9,2,M,18,1
34,Male,Caucasian,2,0,M,7,0
45,Male,Other,1,0,F,35,0
22,Male,African-American,0,2,M,17,0
24,Male,African-American,4,2,M,21,1
27,Female,Hispanic,4,1,F,32,0
25,Male,Caucasian,1,0,M,15,1
27,Male,Other,0,1,M,5,0
28,Male,African-American,6,1,M,14,1
25,Male,African-American,2,2,F,24,0
40,Male,Other,1,1,M,8,0
37,Male,Hispanic,2,1,M,7,1
31,Male,Caucasian,3,1,F,30,1
18,Male,African-American,6,1,F,34,0
26,Male,African-American,2,1,F,39,0
18,Female,African-American,3,2,F,37,1
31,Female,Other,2,0,M,11,0
32,Male,African-American,4,2,M,20,0
23,Male,African-American,2,0,F,42,0
34,Female,Caucasian,2,1,M,11,0
22,Male,African-American,2,1,F,35,1
32,Male,Caucasian,1,0,M,10,0
19,Male,Hispanic,0,1,M,7,0
31,Male,Caucasian,0,0,M,10,1
29,Male,African-American,3,2,M,12,0
28,Male,Caucasian,2,1,M,16,0
29,Female,African-American,7,1,F,31,0
27,Female,Hispanic,2,0,M,11,0
33,Male,African-American,2,1,M,20,1
30,Female,Caucasian,2,0,M,8,0
20,Male,African-American,5,1,M,8,1
43,Male,Other,3,0,F,28,0
21,Male,African-American,3,0,F,32,1
18,Male,African-American,2,0,F,21,1
20,Male,African-American,5,3,M,12,0
27,Male,African-American,6,2,F,34,0
20,Male,African-American,2,1,F,36,0
18,Male,African-American,4,0,M,13,1
34,Male,African-American,3,2,M,14,1
25,Male,African-American,5,0,F,19,1
25,Male,Other,1,0,M,11,1
29,Male,Caucasian,2,0,M,10,0
30,Male,African-American,1,2,F,28,0
47,Male,African-American,4,1,M,18,1
26,Male,Other,1,0,M,16,0
31,Male,African-American,3,2,F,28,0
26,Male,Caucasian,0,0,F,31,0
33,Male,African-American,4,2,F,39,0
28,Male,African-American,4,1,F,33,1
30,Male,African-American,3,1,M,16,1
32,Male,African-American,3,1,F,42,0
27,Male,African-American,2,2,F,45,1
18,Male,African-American,5,1,F,47,1
30,Male,African-American,3,1,M,17,1
27,Female,Caucasian,0,1,M,9,0
20,Male,African-American,2,1,F,32,1
18,Male,African-American,1,2,F,30,1
26,Male,Other,1,0,M,10,1
26,Male,Hispanic,1,1,M,8,0
39,Female,Caucasian,1,0,M,10,1
35,Male,Caucasian,2,0,F,26,0
39,Female,African-American,1,1,M,13,0
25,Male,African-American,5,0,M,18,0
36,Male,Other,1,0,F,33,0
27,Female,African-American,4,0,M,14,0
25,Male,Hispanic,0,1,F,20,1
39,Male,Caucasian,3,0,F,21,0
22,Male,African-American,2,1,F,33,1
18,Male,Other,0,0,F,23,1
19,Male,African-American,3,1,F,35,1
18,Male,African-American,4,1,M,12,1
28,Male,African-American,3,1,F,40,1
21,Female,African-American,3,2,F,47,0
20,Male,African-American,1,1,F,36,0
41,Male,Caucasian,1,0,M,8,1
21,Female,African-American,3,2,M,14,1
25,Male,African-American,2,3,M,11,1
34,Male,Caucasian,1,0,F,29,1
34,Female,Caucasian,1,0,M,9,0
29,Male,African-American,6,1,F,47,1
35,Female,African-American,6,3,M,18,1
32,Male,Caucasian,2,0,M,11,0
39,Male,Hispanic,2,0,M,6,0
36,Male,Caucasian,5,1,F,25,1
38,Male,African-American,5,0,M,16,0
32,Male,African-American,4,3,F,34,1
29,Male,Caucasian,0,0,F,32,0
41,Female,Caucasian,1,1,M,14,0
24,Male,African-American,2,1,M,18,1
32,Male,Hispanic,1,3,M,8,1
28,Male,African-American,4,0,M,19,1
35,Female,Hispanic,2,1,F,25,1
36,Male,Caucasian,0,0,M,6,0
28,Male,Caucasian,1,1,F,30,1
29,Male,Caucasian,2,0,F,32,0
24,Male,African-American,1,0,F,28,0
30,Female,African-American,6,2,F,29,1
33,Male,Caucasian,1,0,F,31,1
21,Male,African-American,5,2,M,14,0
29,Male,Other,1,0,F,39,0
42,Male,Caucasian,1,0,M,10,0
47,Male,Hispanic,3,0,M,6,0
34,Male,Caucasian,1,0,M,6,1
46,Female,Caucasian,1,0,M,11,0
26,Male,Hispanic,0,1,M,14,0
37,Male,African-American,2,2,M,12,1
18,Female,African-American,2,2,M,9,1
34,Male,Caucasian,2,0,M,10,0
29,Male,African-American,3,1,M,9,0
25,Male,Caucasian,3,0,F,27,1
20,Female,African-American,7,1,M,11,1
19,Female,Hispanic,1,1,M,8,0
33,Male,African-American,3,1,M,14,1
41,Female,Caucasian,0,2,F,32,1
19,Male,African-American,4,0,F,22,1
47,Female,Caucasian,1,0,F,32,0
30,Male,Caucasian,1,0,M,10,0
18,Male,African-American,0,0,M,18,0
29,Female,Hispanic,5,1,M,16,1
23,Male,African-American,2,1,F,34,1
30,Male,Hispanic,1,0,M,12,0
32,Male,African-American,5,2,F,31,1
26,Male,Caucasian,1,0,F,30,1
34,Male,Hispanic,2,0,F,30,0
24,Male,Caucasian,0,0,F,26,0
25,Male,Hispanic,2,0,M,10,0
30,Male,Caucasian,0,1,F,26,0
18,Male,African-American,5,2,M,15,0
31,Male,Caucasian,1,1,M,10,1
30,Male,Hispanic,4,0,M,7,1
43,Male,Caucasian,1,1,F,22,0
27,Female,African-American,1,0,M,14,1
42,Male,Caucasian,1,0,M,14,0
18,Male,African-American,1,1,F,42,1
30,Male,African-American,2,2,F,40,0
30,Male,African-American,4,2,M,15,1
31,Male,Hispanic,4,1,M,10,0
32,Male,Caucasian,2,0,M,13,0
23,Male,Hispanic,1,1,M,12,1
42,Male,Caucasian,2,0,F,34,0
26,Male,African-American,1,1,M,19,0
41,Male,African-American,2,2,F,16,1
38,Female,Caucasian,0,1,M,15,0
35,Male,Caucasian,0,1,M,11,0
27,Male,African-American,1,1,F,41,0
32,Female,Other,3,0,M,7,0
34,Female,Caucasian,1,1,F,21,1
18,Male,African-American,4,1,M,14,1
19,Male,African-American,1,2,F,38,1
43,Male,Caucasian,0,0,M,6,0
36,Male,Caucasian,0,1,F,24,0
42,Male,Caucasian,3,1,M,12,1
28,Male,Hispanic,3,2,M,15,1
31,Male,Caucasian,1,0,M,9,1
25,Male,Caucasian,0,1,F,29,1
32,Male,African-American,2,1,M,15,0
29,Male,Caucasian,3,0,M,7,0
38,Female,Hispanic,2,1,F,35,1
32,Female,Caucasian,0,0,F,33,1
23,Male,African-American,4,2,F,26,0
27,Male,Hispanic,2,0,F,21,1
28,Female,African-American,4,2,F,41,0
32,Male,Caucasian,3,0,M,7,1
27,Male,Hispanic,0,0,M,11,0
33,Male,Other,0,0,F,26,0
24,Male,Caucasian,3,2,M,7,0
19,Male,African-American,2,0,F,36,1
31,Male,African-American,4,2,F,38,0
24,Male,African-American,3,1,F,37,0
22,Male,African-American,4,1,F,26,1
18,Male,African-American,2,3,M,14,1
28,Female,African-American,7,1,F,26,0
37,Male,Caucasian,1,0,M,11,0
25,Male,African-American,5,2,M,16,1
31,Male,Caucasian,0,0,M,9,0
31,Female,Caucasian,1,0,M,6,0
27,Male,Caucasian,0,1,M,5,0
24,Male,African-American,3,1,F,34,1
24,Male,Caucasian,2,0,M,9,0
32,Male,Hispanic,3,2,M,8,0
34,Male,African-American,2,1,M,11,0
25,Female,African-American,4,2,M,21,0
18,Male,African-American,4,1,M,13,0
30,Male,Caucasian,1,2,M,6,1
33,Male,African-American,6,1,M,16,0
36,Male,African-American,5,0,M,15,0
21,Male,African-American,5,1,M,11,1
22,Male,African-American,3,1,F,43,1
32,Male,Caucasian,0,0,F,24,0
26,Female,African-American,4,2,M,12,1
18,Male,African-American,7,1,F,38,1
26,Male,Caucasian,0,0,M,12,0
30,Male,Caucasian,1,0,M,6,1
23,Male,African-American,1,1,M,9,0
32,Male,Hispanic,2,2,M,10,1
23,Female,Other,2,0,M,9,0
26,Male,African-American,3,1,F,51,1
32,Female,Hispanic,2,1,M,9,0
23,Male,African-American,3,2,F,39,1
24,Male,African-American,5,1,M,15,0
29,Male,African-American,4,1,F,39,0
44,Male,African-American,3,1,M,22,0
44,Male,Caucasian,0,0,M,16,1
30,Female,African-American,1,2,F,39,0
39,Male,Caucasian,1,0,M,6,0
21,Female,African-American,5,1,M,11,1
33,Male,African-American,2,0,M,16,1
29,Female,African-American,0,1,F,32,1
31,Male,African-American,3,2,M,7,0
44,Male,Caucasian,2,0,F,31,0
31,Male,Other,0,0,M,10,0
30,Male,Hispanic,1,0,F,22,0
18,Male,African-American,4,2,M,18,1
28,Male,Hispanic,1,0,M,13,0
29,Male,Caucasian,2,0,M,5,0
18,Male,African-American,5,2,M,13,1
35,Female,Other,1,0,F,32,0
37,Male,Caucasian,0,1,F,33,0
21,Male,Hispanic,2,0,M,12,0
33,Male,Caucasian,1,0,M,8,1
35,Male,Caucasian,1,0,F,34,0
31,Male,Caucasian,0,1,M,12,0
28,Male,African-American,2,1,M,8,1
26,Male,African-American,3,2,F,31,1
25,Male,African-American,2,0,F,29,1
28,Male,African-American,4,1,F,36,1
18,Male,African-American,3,1,M,9,1
32,Female,Caucasian,0,1,F,30,0
36,Female,African-American,4,1,F,25,1
22,Male,African-American,5,1,F,34,1
52,Male,Caucasian,3,1,F,24,0
29,Female,African-American,7,0,M,12,0
18,Male,African-American,1,2,F,41,0
21,Male,Caucasian,1,0,M,12,1
26,Male,African-American,6,0,F,30,1
31,Male,Caucasian,2,0,M,6,0
24,Male,African-American,5,1,F,29,1
19,Male,African-American,0,0,F,37,1
33,Female,Caucasian,0,1,F,25,1
18,Male,Hispanic,4,1,F,22,1
28,Female,Other,2,0,M,10,0
38,Male,Other,1,0,M,7,0
53,Male,Caucasian,3,0,M,8,0
35,Male,Hispanic,2,2,M,14,0
33,Male,Hispanic,1,1,F,27,0
32,Female,Caucasian,0,2,F,34,0
42,Male,Caucasian,0,1,M,9,0
30,Male,Caucasian,0,0,M,12,1
36,Male,Caucasian,0,0,M,8,0
32,Male,Caucasian,1,0,M,11,1
22,Female,Caucasian,2,0,M,11,0
29,Male,Hispanic,1,0,M,10,0
23,Male,Caucasian,0,0,F,39,1
30,Male,Caucasian,2,0,M,8,1
29,Male,African-American,5,2,F,31,1
41,Female,Caucasian,2,0,M,8,1
32,Male,African-American,4,1,M,11,0
23,Female,African-American,0,2,F,30,1
29,Male,Other,1,0,F,31,0
29,Female,Hispanic,1,1,F,27,1
32,Male,Hispanic,0,0,F,27,0
31,Male,Caucasian,3,0,M,10,1
33,Male,Caucasian,1,1,M,10,0
41,Male,African-American,3,2,F,38,0
27,Male,Caucasian,0,1,M,10,1
37,Female,Hispanic,0,0,F,27,0
22,Female,Caucasian,1,0,F,30,0
24,Male,Hispanic,3,0,M,16,0
41,Male,Caucasian,0,0,M,5,0
41,Female,Caucasian,1,0,F,23,0
22,Male,Hispanic,3,1,M,10,0
20,Male,Caucasian,0,0,F,26,1
36,Male,African-American,2,0,M,12,0
23,Male,African-American,4,0,M,13,1
34,Male,Hispanic,2,1,M,9,0
40,Male,Caucasian,1,1,M,14,0
25,Male,Caucasian,1,0,F,34,1
33,Female,African-American,4,0,F,32,0
22,Male,African-American,3,2,F,37,1
25,Male,Caucasian,1,0,F,28,0
31,Male,African-American,2,1,M,15,0
25,Male,Caucasian,2,0,M,11,0
24,Male,Caucasian,3,0,F,24,1
23,Male,African-American,1,3,F,40,0
49,Male,Caucasian,0,1,F,27,0
23,Female,African-American,2,2,F,44,1
35,Female,Caucasian,1,0,M,7,1
26,Male,Caucasian,1,0,M,9,0
54,Male,Caucasian,0,0,M,10,0
35,Male,African-American,2,0,F,42,1
27,Male,African-American,2,2,F,24,1
35,Male,Caucasian,2,0,M,8,0
36,Male,African-American,4,2,M,15,0
19,Male,Hispanic,2,0,F,23,0
21,Male,Hispanic,3,0,M,11,0
28,Female,African-American,4,2,M,6,1
25,Male,African-American,6,1,F,30,0
29,Male,African-American,4,1,M,17,0
23,Male,African-American,4,1,M,13,0
41,Male,Caucasian,1,0,F,29,0
20,Male,African-American,3,2,M,11,0
24,Male,Other,2,0,M,9,1
27,Male,Caucasian,2,0,F,31,1
25,Male,African-American,4,0,M,20,0
38,Male,Other,0,2,F,27,1
28,Male,Caucasian,2,1,F,25,0
34,Male,African-American,3,1,M,23,1
23,Female,African-American,4,1,M,14,1
38,Male,Other,2,0,F,44,0
22,Male,African-American,4,2,M,13,0
36,Male,African-American,3,2,F,31,1
32,Male,African-American,0,0,M,16,1
27,Male,African-American,2,2,F,25,0
21,Male,African-American,0,2,M,12,0
32,Male,African-American,3,0,F,36,0
29,Male,African-American,3,0,M,17,1
18,Male,African-American,2,2,M,24,1
22,Male,African-American,5,0,M,13,1
20,Male,African-American,4,2,M,12,1
24,Male,African-American,6,1,M,15,0
18,Male,Hispanic,2,1,M,5,1
22,Male,African-American,4,1,F,45,1
29,Male,Caucasian,2,1,M,14,0
27,Male,African-American,4,0,M,17,0
39,Female,Hispanic,2,0,M,11,0
32,Male,Caucasian,1,0,M,8,0
20,Male,Hispanic,0,0,M,10,0
30,Male,Other,1,0,M,11,0
20,Male,African-American,2,1,F,31,1
23,Male,Caucasian,3,0,F,30,1
32,Male,Caucasian,1,1,M,11,0
18,Male,Other,2,0,F,29,1
26,Male,Caucasian,2,0,F,33,0
31,Male,African-American,4,2,M,15,1
27,Male,African-American,3,0,F,38,1
31,Male,Caucasian,1,0,F,26,0
31,Male,Caucasian,4,0,M,12,1
34,Male,Caucasian,2,0,M,10,0
32,Female,Caucasian,0,0,F,26,0
27,Male,African-American,1,2,M,15,0
22,Female,Caucasian,0,0,F,30,0
20,Male,African-American,1,2,M,11,1
18,Male,African-American,2,0,M,16,1
42,Female,Other,1,0,M,9,0
42,Male,Caucasian,1,0,F,30,0
38,Male,Caucasian,1,1,M,5,0
22,Male,African-American,3,3,F,28,1
28,Male,Hispanic,2,0,M,10,0
29,Male,Caucasian,2,0,M,14,0
33,Male,Caucasian,0,0,M,6,0
26,Male,Caucasian,1,0,M,7,1
26,Male,African-American,6,1,F,32,0
25,Female,Caucasian,0,0,F,22,0
18,Male,African-American,3,1,F,40,0
18,Male,Other,1,1,F,21,1
22,Male,Caucasian,1,0,F,20,0
32,Male,Caucasian,2,0,M,10,0
35,Male,Other,1,1,M,10,0
23,Male,African-American,7,1,F,29,1
21,Male,African-American,4,2,M,13,0
29,Male,Hispanic,3,1,F,31,1
37,Male,Caucasian,1,0,M,19,0
30,Male,African-American,3,0,M,9,1
29,Male,African-American,2,2,F,31,0
22,Male,African-American,6,0,M,12,0
34,Female,Caucasian,0,0,F,25,0
39,Male,Caucasian,0,0,M,9,0
37,Male,Caucasian,0,1,F,28,1
18,Male,African-American,2,0,F,31,0
21,Male,African-American,3,1,F,44,0
31,Male,African-American,1,2,F,28,0
28,Male,Caucasian,1,0,M,12,0
30,Male,Caucasian,0,0,M,11,0
36,Male,Caucasian,0,0,M,6,0
34,Male,Hispanic,1,1,M,8,0
20,Male,African-American,5,1,M,14,0
36,Male,African-American,5,1,F,31,0
18,Male,African-American,5,3,F,42,1
19,Male,African-American,5,1,M,22,1
38,Male,African-American,5,1,F,41,0
27,Male,Hispanic,2,0,M,9,1
31,Female,African-American,1,1,F,30,0
31,Male,Hispanic,1,0,F,24,0
27,Male,African-American,4,1,M,16,1
44,Female,Other,2,0,M,10,0
46,Male,Caucasian,0,2,F,29,0
22,Male,African-American,2,1,F,40,1
27,Male,African-American,3,1,F,37,0
28,Female,Caucasian,1,0,M,13,0
38,Female,African-American,2,2,F,32,0
24,Male,African-American,4,1,F,35,1
22,Male,Hispanic,2,0,M,13,1
34,Male,Other,0,0,F,32,1
36,Female,African-American,3,0,F,38,0
31,Male,Caucasian,3,1,M,9,0
21,Male,Caucasian,1,1,F,30,1
32,Female,African-American,3,0,F,29,0
31,Male,Caucasian,1,1,M,11,1
26,Male,Caucasian,0,0,M,10,0
21,Male,African-American,5,0,F,51,1
30,Male,Caucasian,0,0,M,18,0
18,Female,African-American,3,1,F,37,1
32,Male,Caucasian,1,0,F,29,0
26,Male,Hispanic,1,1,F,27,1
24,Female,African-American,5,1,M,14,1
42,Male,Hispanic,1,1,M,10,0
44,Male,Caucasian,1,0,M,9,0
29,Male,African-American,2,2,M,18,1
33,Male,African-American,3,0,F,28,0
18,Male,African-American,1,1,F,32,1
20,Female,African-American,6,0,F,18,0
28,Male,African-American,5,1,F,30,1
31,Male,African-American,2,1,F,31,0
33,Male,Caucasian,0,0,F,32,1
24,Female,Caucasian,2,1,M,7,0
23,Male,Other,1,0,M,10,0
41,Male,Caucasian,5,1,F,29,1
33,Male,Other,2,0,M,10,0
23,Male,African-American,1,0,M,17,0
25,Male,Hispanic,0,2,F,30,1
29,Male,Caucasian,1,0,F,24,0
33,Male,African-American,3,2,M,11,0
32,Female,African-American,2,1,M,8,1
18,Male,African-American,3,0,M,20,1
33,Male,Caucasian,0,0,F,35,0
31,Male,Hispanic,0,1,M,7,1
20,Male,African-American,5,0,F,33,1
18,Female,African-American,4,3,M,12,1
27,Male,African-American,1,2,F,33,1
39,Male,Caucasian,3,1,M,8,0
28,Male,Other,2,1,M,5,0
28,Male,African-American,4,1,M,19,1
29,Male,African-American,3,0,F,37,0
22,Male,African-American,3,1,F,39,1
29,Female,Hispanic,1,1,F,31,0
18,Male,African-American,2,1,F,26,1
30,Male,African-American,3,1,F,36,1
39,Male,Caucasian,2,0,M,9,0
28,Male,Caucasian,1,1,M,10,0
34,Male,Hispanic,2,0,F,26,1
25,Female,Caucasian,1,0,M,12,0
40,Male,Caucasian,1,0,M,14,1
25,Male,African-American,1,1,M,15,0
30,Male,Other,0,0,M,7,1
21,Male,African-American,4,1,F,36,1
35,Male,Caucasian,0,0,M,7,0
30,Male,Caucasian,1,0,M,8,1
29,Male,Caucasian,1,2,F,26,0
32,Male,African-American,4,0,F,34,1
38,Male,African-American,6,1,F,30,1
34,Female,African-American,5,2,M,11,0
29,Male,Other,2,0,F,23,1
45,Male,Caucasian,0,1,M,13,0
21,Male,African-American,4,1,M,21,1
18,Male,African-American,5,0,M,19,1
18,Male,African-American,9,1,M,14,1
43,Male,Caucasian,3,0,M,12,1
26,Male,African-American,5,0,F,38,0
18,Female,African-American,2,2,F,31,1
36,Female,Other,3,1,M,14,0
45,Female,Other,1,1,F,28,0
36,Male,African-American,0,0,M,15,0
24,Male,Caucasian,2,0,M,6,0
24,Male,African-American,1,1,F,45,0
34,Male,African-American,4,0,M,11,0
28,Male,Caucasian,2,0,M,12,0
29,Male,African-American,1,0,M,20,0
36,Male,Other,3,0,F,24,0
18,Male,African-American,1,1,F,37,1
44,Male,Caucasian,1,0,M,13,1
28,Male,Caucasian,1,0,F,44,0
32,Female,African-American,1,2,F,33,0
31,Male,Caucasian,2,0,M,8,0
42,Male,Caucasian,1,0,F,32,0
40,Female,Caucasian,1,3,M,6,1
42,Male,Other,4,0,M,7,0
35,Male,Caucasian,0,0,F,25,0
34,Female,African-American,3,2,F,54,0
23,Male,Caucasian,0,1,F,36,1
22,Male,African-American,1,1,F,25,0
18,Male,African-American,5,2,M,20,1
23,Male,African-American,2,0,F,34,0
50,Female,Other,1,0,F,26,1
23,Male,African-American,7,2,F,36,1
39,Female,Caucasian,0,0,F,31,1
38,Male,Caucasian,2,0,M,14,0
46,Male,Caucasian,1,0,M,15,0
20,Male,African-American,6,2,F,35,0
28,Male,Caucasian,0,2,F,26,0
34,Male,Other,3,0,F,29,0
26,Female,African-American,3,0,M,17,0
23,Male,African-American,1,1,F,26,0
22,Male,African-American,1,1,F,33,1
33,Male,Caucasian,3,0,F,34,1
21,Male,African-American,5,0,F,33,1
25,Female,Caucasian,4,1,M,8,0
29,Male,African-American,4,1,F,35,1
26,Male,African-American,3,1,F,36,0
42,Male,Caucasian,2,0,M,11,0
41,Male,African-American,3,0,M,16,0
30,Male,Caucasian,3,0,F,24,1
38,Male,African-American,1,3,M,25,1
33,Male,Hispanic,2,2,F,24,0
31,Male,African-American,3,1,F,34,0
34,Male,African-American,3,1,F,29,1
32,Female,Caucasian,2,1,F,32,1
18,Female,African-American,7,2,F,33,1
18,Male,African-American,2,1,M,14,0
36,Male,Caucasian,0,1,M,12,0
21,Male,African-American,3,1,F,26,1
18,Male,Caucasian,0,0,M,11,1
27,Male,African-American,1,2,M,11,0
27,Male,Hispanic,3,1,M,13,0
26,Male,African-American,3,0,M,18,0
41,Male,Caucasian,2,0,M,12,0
33,Male,Caucasian,2,0,F,26,0
23,Female,African-American,4,2,F,30,1
22,Male,African-American,4,1,F,37,1
31,Male,Hispanic,2,0,M,14,1
26,Male,Other,1,1,M,12,1
29,Male,African-American,3,2,F,23,0
32,Female,African-American,3,1,F,31,0
34,Female,Caucasian,1,0,F,36,1
18,Male,African-American,6,2,F,36,1
38,Male,Caucasian,2,1,M,13,1
27,Male,Hispanic,1,0,M,9,0
29,Male,African-American,2,1,M,19,1
38,Female,Caucasian,2,1,M,9,1
42,Female,African-American,4,0,F,38,1
33,Male,Caucasian,1,0,M,11,1
25,Male,African-American,6,1,M,12,1
18,Male,African-American,2,0,F,39,1
29,Male,Caucasian,0,0,M,4,1
32,Male,African-American,3,1,F,36,1
44,Female,Caucasian,0,0,M,14,1
34,Male,Caucasian,1,0,M,14,0
35,Male,African-American,1,2,M,19,0
32,Male,African-American,2,2,M,22,0
18,Male,Other,1,1,F,28,1
33,Male,Hispanic,3,1,M,8,0
34,Male,Caucasian,1,1,M,8,1
22,Female,African-American,3,1,F,25,1
29,Male,African-American,1,1,M,12,0
31,Male,Caucasian,3,1,M,10,0
24,Male,Caucasian,1,0,M,9,0
18,Male,African-American,2,1,F,22,1
34,Male,Caucasian,0,1,M,15,0
24,Male,African-American,4,1,M,20,0
25,Male,African-American,5,3,F,38,1
43,Female,African-American,1,0,M,13,0
18,Male,African-American,4,1,M,10,1
26,Male,African-American,4,1,M,18,0
31,Male,African-American,5,1,M,13,1
29,Male,Caucasian,2,1,M,13,1
30,Male,Caucasian,5,0,M,5,0
27,Male,African-American,2,2,F,43,0
22,Female,Caucasian,3,1,M,17,0
31,Male,African-American,2,2,F,31,0
38,Male,Caucasian,2,0,M,9,0
37,Male,Caucasian,0,0,M,11,0
32,Female,Caucasian,2,1,M,3,1
28,Male,African-American,8,0,M,17,1
27,Male,African-American,1,2,F,30,1
38,Male,Caucasian,0,0,F,29,1
33,Female,Caucasian,2,0,F,32,1
35,Male,Caucasian,0,0,M,7,0
25,Male,African-American,2,1,F,34,1
26,Male,Hispanic,1,0,F,28,1
24,Male,Caucasian,0,0,M,7,0
29,Female,Caucasian,1,0,M,5,0
43,Male,Caucasian,2,0,F,31,0
23,Male,African-American,2,1,F,35,1
33,Male,African-American,0,2,F,42,1
32,Female,Caucasian,1,0,F,22,1
31,Male,African-American,6,2,M,9,1
26,Male,Caucasian,2,0,M,10,1
22,Female,African-American,0,1,F,30,1
37,Male,Other,2,2,M,16,1
24,Male,Hispanic,1,0,M,8,0
24,Male,African-American,8,2,M,19,1
24,Male,African-American,5,1,M,16,1
28,Male,African-American,4,1,M,17,0
18,Male,African-American,1,0,F,30,1
19,Female,Caucasian,1,0,M,8,0
37,Male,Caucasian,4,1,M,8,1
38,Female,African-American,4,2,M,13,1
23,Male,African-American,4,2,M,10,1
26,Male,African-American,5,1,F,37,1
26,Female,African-American,5,1,M,25,1
18,Male,African-American,5,1,F,36,1
19,Male,Caucasian,2,0,M,9,0
27,Female,Caucasian,0,2,M,11,0
36,Male,Caucasian,1,1,F,26,1
34,Male,African-American,3,1,M,14,0
19,Male,African-American,4,2,M,16,1
28,Male,Caucasian,2,0,M,10,0
35,Male,Other,1,0,M,8,0
