age,sex,education,occupation,hours_per_week,capital_gain,income
43,Male,Some-college,Other-service,43,1049,>50K
35,Male,HS-grad,Prof-specialty,42,2360,<=50K
44,Male,Bachelors,Other-service,38,281,>50K
36,Female,Bachelors,Craft-repair,36,446,<=50K
46,Male,Bachelors,Prof-specialty,45,119,>50K
37,Female,Bachelors,Other-service,31,636,<=50K
56,Female,Bachelors,Other-service,29,637,<=50K
29,Female,Bachelors,Other-service,38,68,<=50K
37,Female,Masters,Sales,21,282,<=50K
44,Male,Masters,Exec-managerial,54,810,>50K
54,Female,HS-grad,Craft-repair,31,66,<=50K
35,Female,Masters,Craft-repair,23,533,<=50K
48,Female,HS-grad,Prof-specialty,42,1505,<=50K
35,Male,Some-college,Prof-specialty,47,102,<=50K
37,Female,Masters,Sales,34,1040,<=50K
63,Female,Bachelors,Prof-specialty,33,334,<=50K
30,Male,HS-grad,Sales,36,231,<=50K
35,Female,HS-grad,Craft-repair,40,123,<=50K
48,Male,HS-grad,Sales,39,392,<=50K
42,Female,Doctorate,Other-service,14,46,<=50K
31,Male,HS-grad,Prof-specialty,38,906,>50K
40,Female,Bachelors,Sales,28,301,<=50K
38,Male,HS-grad,Prof-specialty,52,1282,>50K
23,Female,HS-grad,Sales,26,614,<=50K
57,Male,HS-grad,Other-service,37,402,>50K
36,Female,Masters,Other-service,37,46,<=50K
29,Male,Doctorate,Other-service,58,104,>50K
20,Male,HS-grad,Other-service,50,1443,>50K
45,Male,HS-grad,Craft-repair,48,2854,>50K
32,Male,HS-grad,Other-service,46,87,>50K
38,Female,Doctorate,Prof-specialty,29,124,>50K
31,Male,Bachelors,Prof-specialty,44,1084,>50K
48,Female,Bachelors,Prof-specialty,47,1181,>50K
45,Male,HS-grad,Other-service,50,1544,<=50K
59,Female,Doctorate,Craft-repair,34,339,>50K
64,Male,Doctorate,Prof-specialty,36,601,>50K
30,Male,Bachelors,Prof-specialty,43,389,>50K
38,Male,Bachelors,Other-service,46,2971,<=50K
42,Male,Bachelors,Other-service,53,5514,>50K
48,Male,Bachelors,Craft-repair,49,859,>50K
53,Male,HS-grad,Craft-repair,44,68,>50K
31,Male,Bachelors,Prof-specialty,46,147,>50K
19,Female,HS-grad,Craft-repair,41,134,<=50K
36,Male,HS-grad,Craft-repair,45,389,>50K
30,Female,Masters,Prof-specialty,26,2409,>50K
41,Male,HS-grad,Sales,28,597,>50K
35,Male,Bachelors,Sales,50,235,>50K
31,Male,HS-grad,Prof-specialty,48,1514,>50K
31,Male,HS-grad,Craft-repair,47,406,<=50K
37,Female,HS-grad,Craft-repair,26,1142,<=50K
61,Female,HS-grad,Craft-repair,41,584,<=50K
43,Male,HS-grad,Craft-repair,31,518,<=50K
46,Male,Masters,Other-service,46,481,>50K
47,Female,Masters,Craft-repair,31,345,<=50K
43,Male,Some-college,Other-service,48,414,>50K
30,Male,Bachelors,Sales,43,134,<=50K
32,Male,HS-grad,Exec-managerial,46,2040,>50K
18,Male,Some-college,Exec-managerial,39,2010,<=50K
44,Female,Masters,Exec-managerial,32,1396,>50K
30,Female,Bachelors,Sales,24,1854,>50K
38,Male,Masters,Prof-specialty,43,2733,>50K
18,Female,HS-grad,Exec-managerial,28,50,<=50K
24,Male,HS-grad,Craft-repair,49,219,<=50K
44,Female,Bachelors,Other-service,41,1972,<=50K
32,Female,Bachelors,Sales,18,231,<=50K
27,Male,Bachelors,Exec-managerial,38,4733,>50K
30,Female,HS-grad,Prof-specialty,19,4638,>50K
31,Female,HS-grad,Exec-managerial,25,4,<=50K
37,Male,Bachelors,Prof-specialty,38,535,<=50K
45,Female,HS-grad,Sales,45,1042,<=50K
39,Female,HS-grad,Exec-managerial,32,4941,>50K
45,Male,HS-grad,Exec-managerial,38,7009,>50K
31,Female,Masters,Sales,20,63,<=50K
41,Male,HS-grad,Prof-specialty,58,3412,>50K
31,Female,HS-grad,Other-service,36,457,<=50K
35,Male,Bachelors,Other-service,43,632,<=50K
46,Male,HS-grad,Craft-repair,44,190,>50K
33,Female,Masters,Prof-specialty,36,2752,>50K
38,Male,HS-grad,Craft-repair,50,3068,>50K
18,Male,HS-grad,Craft-repair,60,572,<=50K
49,Female,HS-grad,Other-service,23,278,<=50K
39,Male,Bachelors,Other-service,53,108,>50K
53,Male,Bachelors,Other-service,52,735,>50K
55,Male,Doctorate,Other-service,27,781,>50K
23,Female,Bachelors,Sales,28,123,<=50K
42,Male,HS-grad,Prof-specialty,52,6141,>50K
35,Male,Bachelors,Sales,48,65,>50K
49,Male,Some-college,Other-service,40,480,<=50K
47,Male,Masters,Prof-specialty,58,1400,>50K
50,Male,Bachelors,Other-service,52,228,>50K
22,Female,Bachelors,Other-service,26,125,<=50K
47,Female,HS-grad,Prof-specialty,23,1339,<=50K
23,Male,Bachelors,Craft-repair,52,453,>50K
38,Female,Bachelors,Other-service,32,134,<=50K
39,Male,Doctorate,Other-service,47,1129,>50K
56,Female,Some-college,Prof-specialty,37,1382,<=50K
47,Male,HS-grad,Craft-repair,53,834,>50K
42,Female,Masters,Other-service,40,695,>50K
30,Female,Some-college,Craft-repair,47,1723,>50K
30,Male,Doctorate,Other-service,36,657,>50K
41,Female,HS-grad,Prof-specialty,37,1871,>50K
32,Female,Doctorate,Other-service,34,546,<=50K
18,Male,HS-grad,Craft-repair,47,164,<=50K
51,Male,Bachelors,Craft-repair,47,1435,>50K
34,Male,Some-college,Other-service,48,1136,>50K
23,Female,Bachelors,Prof-specialty,41,1310,>50K
48,Male,Some-college,Prof-specialty,46,1348,>50K
41,Male,HS-grad,Exec-managerial,30,319,<=50K
49,Male,Masters,Prof-specialty,36,6176,>50K
18,Male,Some-college,Sales,44,750,<=50K
31,Male,Doctorate,Prof-specialty,58,891,>50K
44,Male,Bachelors,Craft-repair,32,49,>50K
58,Female,Some-college,Sales,44,101,<=50K
52,Female,Some-college,Other-service,33,610,<=50K
31,Female,Bachelors,Other-service,35,1562,<=50K
21,Female,Masters,Prof-specialty,26,1330,>50K
56,Male,Some-college,Prof-specialty,60,1315,>50K
29,Female,HS-grad,Other-service,46,1443,<=50K
32,Male,HS-grad,Craft-repair,56,726,>50K
37,Male,Bachelors,Prof-specialty,47,857,>50K
40,Male,HS-grad,Prof-specialty,28,3907,<=50K
30,Male,Some-college,Craft-repair,47,357,>50K
19,Female,Bachelors,Exec-managerial,43,324,>50K
35,Male,HS-grad,Prof-specialty,50,4452,>50K
56,Male,Bachelors,Craft-repair,53,534,>50K
22,Male,Bachelors,Prof-specialty,51,2921,>50K
53,Male,HS-grad,Sales,39,24,<=50K
40,Male,Some-college,Craft-repair,47,843,<=50K
32,Male,Masters,Prof-specialty,48,659,>50K
54,Male,Some-college,Prof-specialty,39,2417,>50K
49,Male,Some-college,Other-service,44,427,>50K
49,Male,Some-college,Exec-managerial,50,7614,>50K
65,Female,Some-college,Prof-specialty,35,5051,<=50K
19,Male,Some-college,Craft-repair,37,1711,<=50K
32,Male,Masters,Other-service,47,1121,>50K
57,Male,Bachelors,Craft-repair,58,1369,>50K
27,Female,HS-grad,Exec-managerial,25,1221,<=50K
44,Male,Masters,Sales,44,6479,>50K
53,Female,Doctorate,Craft-repair,45,243,>50K
29,Male,HS-grad,Prof-specialty,46,3944,>50K
43,Female,Some-college,Prof-specialty,36,1031,<=50K
45,Male,Bachelors,Sales,53,1921,>50K
26,Male,Bachelors,Craft-repair,55,221,>50K
29,Female,HS-grad,Sales,37,61,<=50K
24,Male,Bachelors,Exec-managerial,48,1375,>50K
48,Male,Bachelors,Craft-repair,53,176,>50K
26,Female,HS-grad,Other-service,47,294,<=50K
22,Female,Bachelors,Other-service,34,939,<=50K
27,Male,Some-college,Craft-repair,36,639,>50K
33,Male,Some-college,Craft-repair,47,139,<=50K
43,Male,HS-grad,Prof-specialty,48,73,>50K
39,Male,Bachelors,Craft-repair,52,976,>50K
46,Female,Some-college,Prof-specialty,19,1007,>50K
50,Female,Masters,Craft-repair,29,50,<=50K
39,Male,HS-grad,Craft-repair,37,997,<=50K
39,Female,Some-college,Other-service,17,145,<=50K
33,Female,HS-grad,Exec-managerial,30,1408,<=50K
28,Female,Some-college,Prof-specialty,37,1499,>50K
38,Male,Bachelors,Other-service,41,179,>50K
59,Male,Bachelors,Sales,54,317,>50K
42,Male,HS-grad,Craft-repair,36,848,<=50K
29,Female,Bachelors,Prof-specialty,50,1516,>50K
40,Female,Bachelors,Other-service,37,602,<=50K
28,Male,Bachelors,Prof-specialty,45,3791,>50K
43,Male,HS-grad,Exec-managerial,38,37,>50K
30,Female,Bachelors,Other-service,32,421,<=50K
18,Female,Some-college,Sales,39,630,>50K
47,Female,HS-grad,Prof-specialty,30,1536,<=50K
18,Male,Bachelors,Prof-specialty,59,6758,>50K
53,Male,HS-grad,Other-service,45,418,>50K
47,Female,Bachelors,Exec-managerial,33,236,<=50K
35,Male,Masters,Other-service,61,195,>50K
30,Male,Masters,Exec-managerial,31,71,>50K
45,Female,Bachelors,Other-service,32,944,<=50K
35,Female,Masters,Craft-repair,32,436,<=50K
39,Male,HS-grad,Craft-repair,44,439,>50K
31,Male,Bachelors,Sales,59,32,>50K
41,Male,Doctorate,Craft-repair,50,230,>50K
48,Male,Masters,Prof-specialty,42,4537,>50K
38,Female,Bachelors,Prof-specialty,32,403,<=50K
35,Male,Masters,Craft-repair,51,471,>50K
51,Female,Bachelors,Sales,43,83,<=50K
37,Male,Bachelors,Other-service,35,44,>50K
31,Female,Some-college,Prof-specialty,38,1847,<=50K
50,Male,Bachelors,Prof-specialty,37,8127,>50K
34,Male,Some-college,Exec-managerial,36,2143,>50K
18,Male,Masters,Other-service,42,1083,>50K
36,Male,Bachelors,Sales,48,271,<=50K
36,Female,HS-grad,Exec-managerial,42,973,<=50K
18,Male,Bachelors,Exec-managerial,56,2015,>50K
24,Male,HS-grad,Exec-managerial,47,3013,<=50K
35,Male,Bachelors,Exec-managerial,47,4157,<=50K
24,Male,Some-college,Craft-repair,81,544,>50K
53,Male,HS-grad,Other-service,43,1775,>50K
23,Male,Bachelors,Other-service,48,197,>50K
18,Female,HS-grad,Sales,32,226,<=50K
22,Female,Bachelors,Other-service,33,1427,<=50K
22,Male,Masters,Craft-repair,31,444,>50K
42,Male,Some-college,Other-service,44,2059,>50K
41,Male,Some-college,Craft-repair,43,283,>50K
39,Male,HS-grad,Craft-repair,26,672,>50K
52,Male,Bachelors,Craft-repair,32,115,<=50K
36,Male,Masters,Other-service,39,626,>50K
27,Male,Some-college,Craft-repair,42,131,>50K
53,Female,HS-grad,Prof-specialty,34,1978,>50K
39,Male,Bachelors,Other-service,47,124,>50K
38,Male,Bachelors,Sales,38,1092,<=50K
48,Female,Bachelors,Exec-managerial,39,2069,<=50K
62,Male,Masters,Exec-managerial,58,807,>50K
27,Male,Bachelors,Other-service,53,532,<=50K
25,Male,HS-grad,Other-service,56,137,>50K
32,Female,HS-grad,Sales,53,29,<=50K
45,Female,HS-grad,Prof-specialty,38,129,<=50K
18,Male,HS-grad,Other-service,47,284,<=50K
23,Male,HS-grad,Other-service,49,1047,<=50K
37,Female,Bachelors,Other-service,22,852,<=50K
44,Male,HS-grad,Other-service,45,26,<=50K
37,Male,HS-grad,Other-service,34,700,<=50K
43,Female,Masters,Craft-repair,38,31,>50K
40,Male,Some-college,Sales,49,570,>50K
37,Male,Some-college,Craft-repair,68,952,>50K
57,Male,Masters,Sales,57,91,>50K
44,Male,Masters,Prof-specialty,42,1179,>50K
34,Male,HS-grad,Exec-managerial,49,5734,>50K
39,Female,Bachelors,Exec-managerial,42,2191,<=50K
19,Male,Some-college,Exec-managerial,46,6159,>50K
44,Female,Some-college,Prof-specialty,40,2666,<=50K
34,Male,Doctorate,Prof-specialty,52,484,>50K
29,Male,Some-college,Sales,46,909,<=50K
46,Male,Bachelors,Other-service,38,30,>50K
29,Male,Some-college,Other-service,49,408,<=50K
27,Male,Bachelors,Exec-managerial,53,1020,>50K
34,Male,Bachelors,Sales,58,75,>50K
36,Male,HS-grad,Prof-specialty,43,936,>50K
47,Male,HS-grad,Prof-specialty,38,2214,>50K
42,Male,Some-college,Sales,39,284,<=50K
46,Male,Bachelors,Craft-repair,48,345,>50K
50,Female,Bachelors,Other-service,44,1911,<=50K
46,Male,HS-grad,Exec-managerial,56,331,<=50K
37,Male,HS-grad,Exec-managerial,50,560,>50K
55,Male,HS-grad,Exec-managerial,41,1155,>50K
48,Male,Bachelors,Prof-specialty,47,667,>50K
55,Male,Some-college,Other-service,33,335,<=50K
50,Male,Bachelors,Craft-repair,43,111,<=50K
28,Male,Masters,Other-service,66,2809,>50K
40,Female,HS-grad,Craft-repair,22,172,<=50K
38,Male,Some-college,Prof-specialty,43,472,>50K
57,Male,Masters,Other-service,41,94,<=50K
45,Male,HS-grad,Craft-repair,37,115,>50K
20,Male,HS-grad,Craft-repair,37,62,<=50K
34,Male,HS-grad,Prof-specialty,36,1945,>50K
27,Male,Some-college,Craft-repair,42,877,<=50K
26,Male,HS-grad,Exec-managerial,48,410,>50K
44,Female,Bachelors,Craft-repair,34,817,<=50K
25,Male,Some-college,Other-service,46,199,<=50K
35,Male,Some-college,Other-service,39,53,<=50K
23,Female,Bachelors,Craft-repair,35,630,<=50K
51,Male,Bachelors,Craft-repair,34,272,>50K
18,Male,Some-college,Other-service,44,2735,<=50K
38,Male,Bachelors,Other-service,40,411,>50K
40,Male,Bachelors,Prof-specialty,40,1352,>50K
51,Male,Masters,Other-service,38,1125,>50K
57,Male,HS-grad,Craft-repair,35,177,>50K
31,Male,Bachelors,Sales,39,518,>50K
65,Male,HS-grad,Sales,36,25,>50K
36,Male,Some-college,Craft-repair,51,370,<=50K
36,Female,Bachelors,Other-service,32,124,<=50K
34,Female,HS-grad,Other-service,33,403,<=50K
26,Male,Doctorate,Exec-managerial,31,1398,>50K
47,Male,HS-grad,Exec-managerial,52,1148,>50K
27,Female,Some-college,Exec-managerial,30,595,<=50K
38,Male,HS-grad,Other-service,56,6,<=50K
26,Male,HS-grad,Other-service,47,561,>50K
51,Female,Some-college,Sales,39,177,<=50K
26,Male,HS-grad,Prof-specialty,52,775,>50K
44,Male,Bachelors,Other-service,43,143,>50K
19,Male,HS-grad,Prof-specialty,44,1042,>50K
22,Male,HS-grad,Craft-repair,58,367,<=50K
48,Female,HS-grad,Prof-specialty,34,1373,<=50K
45,Male,Some-college,Prof-specialty,58,415,>50K
34,Male,Some-college,Other-service,45,508,<=50K
25,Male,Bachelors,Craft-repair,47,640,>50K
56,Male,Masters,Exec-managerial,43,1366,>50K
42,Male,Bachelors,Other-service,39,490,>50K
23,Male,Bachelors,Other-service,32,365,<=50K
47,Male,Doctorate,Prof-specialty,46,1397,>50K
33,Female,Doctorate,Other-service,39,712,>50K
42,Male,Bachelors,Exec-managerial,29,1201,<=50K
37,Male,HS-grad,Craft-repair,49,66,<=50K
29,Female,Some-college,Other-service,36,691,<=50K
24,Female,Masters,Exec-managerial,37,221,>50K
50,Male,Bachelors,Other-service,53,12,>50K
34,Male,HS-grad,Exec-managerial,61,626,>50K
47,Male,Masters,Other-service,47,671,>50K
43,Female,HS-grad,Exec-managerial,28,17,<=50K
38,Male,HS-grad,Sales,61,134,<=50K
34,Male,Masters,Exec-managerial,56,1730,>50K
47,Female,Bachelors,Prof-specialty,39,1537,>50K
30,Male,Some-college,Other-service,42,388,<=50K
57,Male,HS-grad,Other-service,40,263,>50K
54,Male,Masters,Sales,38,880,>50K
45,Female,Bachelors,Sales,45,133,<=50K
34,Male,Bachelors,Sales,48,1061,>50K
40,Female,HS-grad,Exec-managerial,24,94,>50K
28,Female,Masters,Other-service,45,785,>50K
41,Male,HS-grad,Prof-specialty,36,5616,>50K
35,Male,HS-grad,Other-service,39,369,>50K
47,Female,HS-grad,Prof-specialty,41,590,<=50K
47,Female,Bachelors,Craft-repair,39,173,<=50K
42,Female,HS-grad,Prof-specialty,39,2340,<=50K
32,Male,HS-grad,Other-service,48,2792,<=50K
38,Male,Bachelors,Other-service,44,87,>50K
62,Female,Doctorate,Craft-repair,31,1181,>50K
31,Male,HS-grad,Sales,38,78,>50K
34,Male,Bachelors,Other-service,37,513,>50K
35,Female,HS-grad,Other-service,37,77,<=50K
23,Male,Bachelors,Craft-repair,44,93,>50K
31,Female,HS-grad,Other-service,14,262,<=50K
42,Male,HS-grad,Craft-repair,45,21,>50K
36,Male,Masters,Other-service,49,29,<=50K
54,Female,HS-grad,Other-service,23,263,<=50K
53,Female,Masters,Prof-specialty,26,9293,>50K
34,Male,Some-college,Other-service,43,291,>50K
18,Male,HS-grad,Craft-repair,54,82,>50K
39,Male,Masters,Other-service,41,610,>50K
18,Male,Bachelors,Sales,45,338,>50K
39,Female,Masters,Craft-repair,34,119,>50K
49,Male,Some-college,Other-service,42,41,>50K
33,Male,Bachelors,Sales,63,540,>50K
38,Male,Doctorate,Prof-specialty,48,715,>50K
31,Male,Masters,Prof-specialty,34,1949,>50K
36,Female,Masters,Other-service,45,382,>50K
21,Female,Bachelors,Sales,28,207,<=50K
32,Female,Bachelors,Craft-repair,32,734,<=50K
43,Male,HS-grad,Craft-repair,50,8742,>50K
28,Male,Bachelors,Other-service,46,67,>50K
43,Male,Masters,Prof-specialty,55,2581,>50K
35,Female,Some-college,Sales,29,301,<=50K
51,Male,Doctorate,Craft-repair,36,339,>50K
32,Male,HS-grad,Other-service,39,63,>50K
28,Male,Some-college,Other-service,33,49,<=50K
58,Female,Masters,Other-service,28,80,>50K
30,Male,Doctorate,Other-service,42,440,>50K
23,Male,HS-grad,Other-service,54,4,<=50K
27,Male,Bachelors,Craft-repair,54,1163,>50K
40,Male,Masters,Other-service,45,685,<=50K
27,Male,Bachelors,Prof-specialty,47,475,>50K
21,Male,Some-college,Other-service,46,3,>50K
51,Male,Masters,Other-service,53,212,<=50K
36,Male,Bachelors,Other-service,36,341,>50K
28,Female,Some-college,Craft-repair,24,270,<=50K
31,Female,Bachelors,Other-service,36,195,<=50K
46,Male,Bachelors,Other-service,35,2315,<=50K
65,Male,HS-grad,Craft-repair,35,1152,>50K
30,Female,Bachelors,Sales,25,401,<=50K
47,Male,Bachelors,Craft-repair,33,44,>50K
25,Male,HS-grad,Craft-repair,39,319,<=50K
50,Male,Masters,Other-service,34,881,>50K
42,Male,Doctorate,Other-service,39,429,>50K
46,Male,Bachelors,Prof-specialty,61,4340,>50K
48,Male,Some-college,Other-service,45,2,>50K
40,Male,Masters,Craft-repair,47,90,>50K
18,Male,HS-grad,Prof-specialty,52,491,>50K
45,Male,Some-college,Exec-managerial,41,3364,>50K
27,Female,Bachelors,Sales,35,90,<=50K
28,Male,HS-grad,Other-service,56,61,>50K
25,Male,Bachelors,Other-service,57,882,>50K
30,Female,Some-college,Sales,28,237,<=50K
33,Female,Some-college,Sales,36,140,<=50K
47,Male,HS-grad,Sales,44,274,>50K
41,Female,HS-grad,Exec-managerial,27,157,<=50K
61,Male,HS-grad,Other-service,46,700,>50K
36,Male,HS-grad,Other-service,48,11,>50K
48,Female,Masters,Exec-managerial,49,755,<=50K
40,Male,Masters,Sales,41,278,<=50K
32,Female,Masters,Exec-managerial,30,243,<=50K
47,Female,Bachelors,Prof-specialty,32,3949,>50K
32,Male,Some-college,Other-service,50,878,<=50K
18,Female,Some-college,Sales,26,418,<=50K
26,Male,Masters,Other-service,45,547,<=50K
20,Male,HS-grad,Exec-managerial,41,132,>50K
42,Male,HS-grad,Other-service,38,308,<=50K
30,Male,Some-college,Other-service,59,183,>50K
28,Male,Some-college,Prof-specialty,45,2291,>50K
51,Male,Some-college,Prof-specialty,47,272,>50K
30,Male,Bachelors,Exec-managerial,45,531,>50K
36,Male,Bachelors,Other-service,61,2791,>50K
38,Female,Masters,Sales,34,1007,<=50K
39,Female,Some-college,Other-service,22,480,<=50K
44,Male,HS-grad,Exec-managerial,49,1854,>50K
54,Male,Bachelors,Craft-repair,58,208,>50K
34,Male,Doctorate,Exec-managerial,45,424,>50K
56,Female,HS-grad,Craft-repair,39,410,<=50K
41,Female,Bachelors,Sales,41,1380,<=50K
59,Male,Bachelors,Craft-repair,33,55,>50K
49,Male,HS-grad,Prof-specialty,47,1898,>50K
29,Female,Bachelors,Exec-managerial,33,25,<=50K
51,Male,Doctorate,Prof-specialty,60,167,>50K
34,Male,Bachelors,Craft-repair,26,1968,>50K
44,Female,Masters,Other-service,51,58,>50K
42,Male,Bachelors,Sales,47,181,>50K
49,Female,Some-college,Craft-repair,34,285,<=50K
42,Female,Masters,Prof-specialty,10,397,>50K
29,Female,HS-grad,Craft-repair,16,929,<=50K
30,Male,Masters,Exec-managerial,35,433,<=50K
36,Male,Bachelors,Other-service,37,75,>50K
46,Male,HS-grad,Sales,57,31,>50K
36,Male,Bachelors,Other-service,38,634,>50K
29,Male,HS-grad,Other-service,47,590,<=50K
36,Female,HS-grad,Prof-specialty,33,4721,<=50K
51,Male,Masters,Prof-specialty,34,2755,>50K
65,Female,Masters,Prof-specialty,19,6813,>50K
39,Female,Bachelors,Other-service,36,971,>50K
58,Male,Bachelors,Sales,46,6210,>50K
34,Female,Bachelors,Prof-specialty,24,1265,<=50K
57,Male,Some-college,Prof-specialty,50,1279,>50K
21,Male,HS-grad,Prof-specialty,41,226,>50K
38,Female,Masters,Exec-managerial,38,6,<=50K
43,Male,Masters,Prof-specialty,42,100,>50K
23,Male,HS-grad,Other-service,48,105,<=50K
29,Male,Some-college,Other-service,39,1880,<=50K
21,Female,Bachelors,Sales,41,581,>50K
50,Male,Doctorate,Sales,42,44,>50K
51,Male,Bachelors,Craft-repair,48,496,<=50K
26,Male,Bachelors,Exec-managerial,43,1581,>50K
61,Male,Masters,Other-service,42,1823,>50K
32,Male,Bachelors,Exec-managerial,54,6088,<=50K
25,Male,HS-grad,Prof-specialty,39,841,>50K
38,Female,Bachelors,Exec-managerial,35,12798,>50K
34,Male,Doctorate,Other-service,40,690,<=50K
40,Female,Bachelors,Craft-repair,39,1070,<=50K
49,Male,Masters,Other-service,57,605,>50K
25,Male,HS-grad,Craft-repair,41,4328,>50K
47,Female,Some-college,Sales,43,130,<=50K
21,Male,Bachelors,Other-service,36,33,<=50K
32,Female,HS-grad,Other-service,25,189,>50K
32,Female,Some-college,Prof-specialty,33,735,>50K
18,Male,HS-grad,Prof-specialty,47,3273,>50K
34,Female,HS-grad,Other-service,37,560,<=50K
40,Female,Bachelors,Craft-repair,28,405,<=50K
54,Female,Bachelors,Exec-managerial,28,1807,<=50K
40,Male,Some-college,Craft-repair,58,462,<=50K
52,Male,Some-college,Craft-repair,47,2437,>50K
22,Male,Some-college,Other-service,47,205,<=50K
44,Male,Bachelors,Other-service,35,320,>50K
45,Male,HS-grad,Other-service,30,750,>50K
43,Female,Bachelors,Other-service,18,143,<=50K
36,Female,HS-grad,Sales,25,501,<=50K
28,Female,Bachelors,Craft-repair,28,29,<=50K
51,Male,Masters,Exec-managerial,42,4488,<=50K
38,Male,Bachelors,Prof-specialty,42,666,>50K
65,Male,Some-college,Craft-repair,47,218,>50K
44,Male,Masters,Other-service,59,402,>50K
40,Female,Some-college,Other-service,34,71,>50K
41,Male,HS-grad,Exec-managerial,32,574,<=50K
41,Female,HS-grad,Craft-repair,47,702,<=50K
39,Male,Some-college,Prof-specialty,43,4708,>50K
25,Male,HS-grad,Other-service,65,19,>50K
26,Male,HS-grad,Prof-specialty,49,210,>50K
54,Female,Some-college,Other-service,30,1151,>50K
43,Female,HS-grad,Exec-managerial,27,1527,<=50K
52,Female,Bachelors,Exec-managerial,32,3394,<=50K
37,Female,Bachelors,Craft-repair,49,148,<=50K
33,Male,HS-grad,Other-service,39,128,>50K
22,Male,Bachelors,Other-service,46,798,>50K
49,Male,Masters,Other-service,46,1548,>50K
31,Male,Bachelors,Other-service,52,51,<=50K
53,Female,Some-college,Craft-repair,51,299,<=50K
35,Female,Some-college,Prof-specialty,34,858,>50K
33,Male,Masters,Craft-repair,36,30,>50K
35,Female,Bachelors,Craft-repair,24,348,<=50K
42,Male,HS-grad,Other-service,40,612,<=50K
35,Male,HS-grad,Sales,54,628,>50K
35,Female,Bachelors,Other-service,17,915,>50K
43,Female,Masters,Craft-repair,34,166,>50K
21,Female,Masters,Other-service,21,102,<=50K
26,Male,Some-college,Other-service,39,2,<=50K
48,Male,Bachelors,Sales,50,783,>50K
35,Male,Masters,Other-service,57,945,>50K
32,Male,Some-college,Prof-specialty,43,3223,>50K
23,Male,Some-college,Other-service,40,126,>50K
42,Male,Masters,Other-service,41,112,>50K
44,Female,Some-college,Exec-managerial,32,2067,<=50K
37,Male,Some-college,Other-service,48,976,<=50K
34,Female,Masters,Prof-specialty,22,71,<=50K
33,Male,Bachelors,Craft-repair,49,296,<=50K
27,Male,HS-grad,Prof-specialty,60,123,>50K
34,Male,HS-grad,Other-service,38,111,<=50K
22,Male,Masters,Craft-repair,36,204,>50K
43,Female,HS-grad,Craft-repair,37,357,<=50K
52,Male,Some-college,Other-service,46,776,<=50K
36,Male,Some-college,Prof-specialty,35,2662,>50K
23,Male,Bachelors,Sales,47,4454,>50K
31,Female,HS-grad,Exec-managerial,29,3097,<=50K
51,Male,Doctorate,Other-service,51,216,>50K
56,Male,Bachelors,Other-service,43,8,>50K
30,Male,HS-grad,Other-service,49,3909,>50K
31,Male,Doctorate,Sales,47,662,<=50K
35,Male,HS-grad,Exec-managerial,53,643,>50K
38,Male,HS-grad,Other-service,53,740,>50K
21,Male,Some-college,Sales,29,122,>50K
25,Female,HS-grad,Sales,36,19,<=50K
31,Male,HS-grad,Prof-specialty,54,570,>50K
34,Male,HS-grad,Other-service,65,339,>50K
44,Female,Doctorate,Sales,33,90,>50K
24,Female,Bachelors,Other-service,46,295,>50K
38,Male,HS-grad,Exec-managerial,25,1732,<=50K
44,Female,Bachelors,Prof-specialty,42,699,>50K
34,Male,HS-grad,Other-service,35,669,<=50K
35,Male,Bachelors,Other-service,53,566,>50K
43,Male,Masters,Sales,44,255,>50K
65,Male,Masters,Other-service,53,126,>50K
55,Male,Bachelors,Craft-repair,45,181,>50K
46,Male,Masters,Sales,41,852,<=50K
47,Male,HS-grad,Prof-specialty,67,1768,>50K
31,Male,Bachelors,Craft-repair,42,197,>50K
51,Male,Bachelors,Craft-repair,28,2836,>50K
44,Male,Some-college,Other-service,43,171,<=50K
47,Male,Bachelors,Other-service,43,202,>50K
56,Female,Some-college,Other-service,25,1108,<=50K
38,Female,Bachelors,Other-service,23,139,>50K
40,Female,Some-college,Other-service,35,490,<=50K
25,Male,Masters,Sales,40,457,>50K
37,Female,Doctorate,Craft-repair,40,1198,>50K
30,Male,Bachelors,Prof-specialty,37,3851,>50K
25,Male,HS-grad,Prof-specialty,56,2808,>50K
46,Female,Some-college,Sales,30,14,>50K
44,Male,Doctorate,Prof-specialty,54,185,>50K
25,Female,Some-college,Other-service,40,152,<=50K
37,Male,HS-grad,Exec-managerial,48,7607,>50K
40,Male,HS-grad,Prof-specialty,43,358,>50K
32,Female,Bachelors,Exec-managerial,22,1788,>50K
41,Male,Doctorate,Craft-repair,42,747,>50K
39,Male,Some-college,Other-service,46,15,>50K
37,Male,HS-grad,Other-service,47,42,>50K
42,Male,Bachelors,Craft-repair,47,17,>50K
22,Male,Some-college,Prof-specialty,40,852,>50K
34,Male,HS-grad,Prof-specialty,34,2088,>50K
56,Male,Doctorate,Other-service,38,113,>50K
31,Male,Bachelors,Prof-specialty,49,1143,>50K
65,Male,Masters,Sales,51,144,>50K
44,Male,Bachelors,Other-service,44,718,>50K
24,Male,Some-college,Craft-repair,58,353,<=50K
18,Male,HS-grad,Craft-repair,45,282,<=50K
38,Male,Bachelors,Other-service,60,1054,>50K
34,Female,HS-grad,Other-service,41,392,<=50K
35,Male,HS-grad,Prof-specialty,51,284,>50K
27,Male,Some-college,Craft-repair,43,1964,>50K
