age,age_group,credit_amount,duration,purpose,savings,employment,credit_risk
31,Middle-aged+,2928,36,education,moderate,4-7yr,good
26,Young,500,24,repairs,little,4-7yr,good
45,Middle-aged+,500,24,car,little,>7yr,good
48,Middle-aged+,2744,24,car,moderate,1-4yr,good
32,Middle-aged+,500,36,education,moderate,1-4yr,good
46,Middle-aged+,687,24,education,little,>7yr,bad
57,Middle-aged+,930,24,education,moderate,unemployed,good
27,Young,872,36,car,little,4-7yr,bad
28,Young,4281,48,car,little,4-7yr,bad
33,Middle-aged+,6153,24,car,moderate,1-4yr,bad
29,Young,4124,36,repairs,moderate,1-4yr,bad
28,Young,2522,12,furniture,moderate,4-7yr,bad
29,Young,7992,12,repairs,little,<1yr,good
59,Middle-aged+,4723,36,other,moderate,1-4yr,bad
45,Middle-aged+,500,24,car,quite rich,>7yr,good
52,Middle-aged+,500,36,education,moderate,<1yr,good
46,Middle-aged+,500,24,other,moderate,1-4yr,bad
26,Young,2698,48,car,little,1-4yr,bad
21,Young,3037,36,car,rich,1-4yr,good
18,Young,1736,36,car,little,<1yr,bad
18,Young,1658,24,furniture,rich,>7yr,bad
18,Young,8550,36,car,quite rich,unemployed,bad
41,Middle-aged+,1268,24,repairs,little,1-4yr,bad
40,Middle-aged+,4092,36,furniture,little,>7yr,good
36,Middle-aged+,1287,24,furniture,moderate,unemployed,bad
37,Middle-aged+,4565,24,repairs,moderate,4-7yr,good
34,Middle-aged+,4135,24,repairs,quite rich,4-7yr,good
22,Young,2421,24,furniture,moderate,1-4yr,bad
51,Middle-aged+,500,48,repairs,rich,4-7yr,good
38,Middle-aged+,3793,24,repairs,quite rich,<1yr,good
41,Middle-aged+,10311,36,other,moderate,4-7yr,good
18,Young,10393,24,car,quite rich,4-7yr,bad
19,Young,4436,12,repairs,moderate,<1yr,bad
49,Middle-aged+,8098,12,car,little,1-4yr,bad
46,Middle-aged+,1234,36,education,moderate,>7yr,good
51,Middle-aged+,13146,60,repairs,quite rich,<1yr,good
35,Middle-aged+,7296,12,furniture,moderate,1-4yr,good
18,Young,4832,24,other,moderate,1-4yr,bad
37,Middle-aged+,500,48,furniture,moderate,>7yr,good
54,Middle-aged+,2576,60,furniture,quite rich,<1yr,good
45,Middle-aged+,1002,60,car,quite rich,1-4yr,good
38,Middle-aged+,2040,24,furniture,moderate,<1yr,bad
18,Young,1699,6,education,rich,unemployed,bad
41,Middle-aged+,2871,24,car,rich,1-4yr,good
45,Middle-aged+,1793,36,education,quite rich,<1yr,good
31,Middle-aged+,11342,12,car,moderate,>7yr,good
34,Middle-aged+,4431,48,car,little,1-4yr,good
24,Young,3521,24,car,little,>7yr,bad
33,Middle-aged+,10151,24,education,little,4-7yr,bad
33,Middle-aged+,607,36,furniture,little,1-4yr,good
30,Middle-aged+,11454,24,repairs,little,>7yr,good
28,Young,5180,36,other,little,1-4yr,bad
20,Young,1967,6,repairs,rich,>7yr,good
41,Middle-aged+,1800,48,repairs,little,4-7yr,good
25,Young,4454,36,other,rich,1-4yr,good
64,Middle-aged+,2833,36,other,rich,4-7yr,good
19,Young,11260,48,education,rich,<1yr,bad
25,Young,3091,60,car,moderate,1-4yr,bad
37,Middle-aged+,4886,12,furniture,little,unemployed,bad
32,Middle-aged+,2278,24,other,moderate,1-4yr,good
36,Middle-aged+,8273,36,repairs,rich,>7yr,good
18,Young,7117,12,furniture,little,1-4yr,bad
18,Young,6366,24,other,moderate,>7yr,bad
46,Middle-aged+,3397,24,car,little,1-4yr,bad
36,Middle-aged+,500,12,car,quite rich,unemployed,good
29,Young,1420,48,other,moderate,1-4yr,good
35,Middle-aged+,1399,48,repairs,little,<1yr,bad
43,Middle-aged+,1512,24,furniture,quite rich,>7yr,good
42,Middle-aged+,6913,6,furniture,quite rich,<1yr,good
37,Middle-aged+,2546,24,other,rich,1-4yr,good
23,Young,4824,36,repairs,little,4-7yr,bad
69,Middle-aged+,11737,12,repairs,rich,1-4yr,good
19,Young,4305,48,car,moderate,1-4yr,good
25,Young,9493,48,other,quite rich,1-4yr,bad
18,Young,5393,36,car,moderate,1-4yr,bad
29,Young,7897,12,car,moderate,>7yr,good
18,Young,2430,24,car,rich,1-4yr,bad
24,Young,8108,48,repairs,moderate,>7yr,bad
42,Middle-aged+,2721,24,car,little,4-7yr,good
33,Middle-aged+,500,24,car,quite rich,1-4yr,good
31,Middle-aged+,3249,60,repairs,little,>7yr,bad
25,Young,14853,24,other,quite rich,1-4yr,good
42,Middle-aged+,3857,6,car,moderate,4-7yr,bad
36,Middle-aged+,1266,6,education,moderate,4-7yr,good
33,Middle-aged+,5505,36,furniture,moderate,unemployed,good
29,Young,1786,24,education,rich,4-7yr,good
45,Middle-aged+,6118,6,furniture,moderate,4-7yr,good
18,Young,878,60,car,little,1-4yr,bad
52,Middle-aged+,2578,24,other,little,<1yr,bad
32,Middle-aged+,3208,6,furniture,moderate,<1yr,good
20,Young,500,24,other,moderate,4-7yr,good
53,Middle-aged+,4807,24,education,moderate,4-7yr,good
39,Middle-aged+,4890,36,furniture,rich,1-4yr,good
39,Middle-aged+,5820,36,other,moderate,4-7yr,bad
36,Middle-aged+,17767,48,education,little,1-4yr,good
20,Young,1427,24,other,quite rich,<1yr,bad
48,Middle-aged+,500,6,furniture,little,unemployed,good
27,Young,675,12,education,rich,<1yr,good
18,Young,12296,24,other,little,4-7yr,good
25,Young,919,36,other,quite rich,1-4yr,bad
28,Young,4044,24,other,rich,4-7yr,bad
49,Middle-aged+,4061,60,repairs,moderate,4-7yr,bad
24,Young,3323,48,repairs,little,1-4yr,bad
22,Young,4979,12,car,little,<1yr,good
44,Middle-aged+,9577,48,repairs,moderate,1-4yr,bad
59,Middle-aged+,4739,48,other,moderate,4-7yr,good
45,Middle-aged+,7928,12,furniture,moderate,4-7yr,good
42,Middle-aged+,1232,24,other,quite rich,unemployed,good
38,Middle-aged+,4018,24,car,rich,4-7yr,good
29,Young,4324,24,furniture,moderate,<1yr,bad
34,Middle-aged+,3592,48,other,moderate,1-4yr,bad
61,Middle-aged+,1282,12,other,moderate,unemployed,good
46,Middle-aged+,1431,24,furniture,quite rich,<1yr,good
38,Middle-aged+,1620,6,education,rich,<1yr,good
21,Young,10151,6,other,little,1-4yr,good
33,Middle-aged+,2223,48,education,moderate,1-4yr,good
38,Middle-aged+,1671,24,furniture,moderate,1-4yr,good
50,Middle-aged+,2625,24,other,rich,>7yr,good
43,Middle-aged+,500,48,repairs,little,4-7yr,bad
36,Middle-aged+,7432,24,education,moderate,<1yr,good
38,Middle-aged+,500,12,repairs,little,4-7yr,good
50,Middle-aged+,11779,12,education,moderate,1-4yr,good
36,Middle-aged+,2511,12,car,little,>7yr,bad
25,Young,628,24,repairs,quite rich,4-7yr,good
18,Young,5338,36,education,quite rich,>7yr,good
46,Middle-aged+,5312,36,car,moderate,1-4yr,good
42,Middle-aged+,6062,24,other,moderate,1-4yr,good
40,Middle-aged+,3810,60,other,little,4-7yr,good
25,Young,3194,48,repairs,little,<1yr,bad
50,Middle-aged+,3633,6,education,little,<1yr,bad
18,Young,500,36,other,little,<1yr,bad
38,Middle-aged+,4948,48,car,moderate,4-7yr,good
33,Middle-aged+,4852,12,furniture,rich,>7yr,good
41,Middle-aged+,2966,60,education,little,4-7yr,bad
33,Middle-aged+,1589,24,car,quite rich,>7yr,good
38,Middle-aged+,2153,60,repairs,quite rich,<1yr,bad
26,Young,8708,12,furniture,little,4-7yr,bad
35,Middle-aged+,13372,6,furniture,rich,1-4yr,good
21,Young,4835,24,car,moderate,<1yr,good
33,Middle-aged+,5633,60,car,moderate,<1yr,good
28,Young,1996,12,car,moderate,1-4yr,bad
43,Middle-aged+,2740,60,furniture,little,4-7yr,bad
50,Middle-aged+,1152,12,other,little,<1yr,good
18,Young,3306,12,other,quite rich,4-7yr,good
25,Young,2237,12,other,quite rich,1-4yr,good
18,Young,879,24,repairs,little,<1yr,bad
22,Young,3022,36,education,little,unemployed,bad
24,Young,5880,24,furniture,moderate,4-7yr,good
58,Middle-aged+,3062,48,other,quite rich,unemployed,good
35,Middle-aged+,5668,60,car,moderate,4-7yr,good
24,Young,1421,48,car,moderate,1-4yr,bad
18,Young,1419,24,furniture,rich,1-4yr,good
60,Middle-aged+,4277,48,furniture,quite rich,1-4yr,bad
41,Middle-aged+,6565,24,furniture,quite rich,<1yr,good
33,Middle-aged+,779,24,education,little,1-4yr,good
35,Middle-aged+,6897,12,education,little,4-7yr,good
42,Middle-aged+,13778,24,other,moderate,1-4yr,good
46,Middle-aged+,875,48,furniture,little,1-4yr,bad
63,Middle-aged+,500,24,car,quite rich,4-7yr,good
20,Young,9014,6,repairs,quite rich,1-4yr,good
50,Middle-aged+,1820,12,other,quite rich,1-4yr,good
48,Middle-aged+,588,36,car,little,<1yr,bad
18,Young,4454,24,education,moderate,unemployed,bad
27,Young,2574,24,repairs,quite rich,4-7yr,bad
50,Middle-aged+,2338,24,furniture,quite rich,>7yr,good
42,Middle-aged+,3047,36,repairs,little,unemployed,bad
27,Young,11791,24,other,moderate,1-4yr,bad
59,Middle-aged+,500,60,repairs,little,1-4yr,bad
49,Middle-aged+,6434,24,other,moderate,<1yr,bad
24,Young,2639,24,repairs,moderate,<1yr,good
19,Young,514,36,furniture,quite rich,1-4yr,good
49,Middle-aged+,597,12,other,little,4-7yr,good
35,Middle-aged+,5672,24,car,moderate,1-4yr,good
40,Middle-aged+,3963,36,other,little,>7yr,bad
44,Middle-aged+,2657,36,repairs,quite rich,4-7yr,bad
51,Middle-aged+,2207,12,furniture,quite rich,1-4yr,good
49,Middle-aged+,4703,36,education,little,>7yr,good
62,Middle-aged+,6411,60,car,moderate,>7yr,good
21,Young,4415,24,car,moderate,>7yr,bad
43,Middle-aged+,4935,24,other,moderate,1-4yr,good
38,Middle-aged+,1757,36,other,moderate,1-4yr,bad
40,Middle-aged+,7276,24,repairs,quite rich,4-7yr,good
40,Middle-aged+,2769,24,education,moderate,unemployed,bad
42,Middle-aged+,1104,48,repairs,quite rich,4-7yr,good
51,Middle-aged+,500,24,furniture,rich,unemployed,good
39,Middle-aged+,1781,12,car,little,>7yr,good
18,Young,500,6,other,moderate,1-4yr,good
21,Young,3216,48,other,moderate,>7yr,bad
35,Middle-aged+,500,36,car,moderate,4-7yr,good
59,Middle-aged+,5539,24,furniture,moderate,<1yr,good
18,Young,1451,60,education,little,1-4yr,bad
56,Middle-aged+,6766,60,other,rich,1-4yr,bad
36,Middle-aged+,1339,48,repairs,moderate,<1yr,good
40,Middle-aged+,5483,12,repairs,rich,>7yr,good
25,Young,500,60,other,rich,4-7yr,bad
63,Middle-aged+,9951,6,repairs,little,<1yr,bad
59,Middle-aged+,500,24,car,little,<1yr,good
56,Middle-aged+,10273,36,repairs,moderate,4-7yr,bad
41,Middle-aged+,15280,12,other,little,<1yr,bad
18,Young,3184,24,repairs,moderate,1-4yr,good
41,Middle-aged+,1201,24,other,moderate,1-4yr,good
54,Middle-aged+,1223,12,car,quite rich,>7yr,bad
45,Middle-aged+,5870,48,education,quite rich,1-4yr,good
51,Middle-aged+,2167,24,education,little,<1yr,good
46,Middle-aged+,9916,36,car,little,4-7yr,good
26,Young,6728,24,furniture,little,1-4yr,bad
40,Middle-aged+,923,12,car,little,unemployed,bad
42,Middle-aged+,3384,36,car,moderate,>7yr,good
25,Young,4612,60,repairs,quite rich,>7yr,good
34,Middle-aged+,8150,12,education,little,1-4yr,good
46,Middle-aged+,7783,36,education,moderate,4-7yr,good
41,Middle-aged+,2215,6,furniture,rich,>7yr,good
23,Young,1612,36,education,little,4-7yr,good
40,Middle-aged+,500,48,repairs,rich,>7yr,good
59,Middle-aged+,5392,12,car,moderate,1-4yr,bad
22,Young,3763,24,repairs,little,1-4yr,bad
35,Middle-aged+,12108,24,furniture,moderate,1-4yr,bad
57,Middle-aged+,2831,6,repairs,quite rich,>7yr,good
38,Middle-aged+,5671,6,other,moderate,4-7yr,good
42,Middle-aged+,1974,12,repairs,little,<1yr,good
51,Middle-aged+,5783,12,furniture,rich,1-4yr,good
54,Middle-aged+,6883,24,other,little,<1yr,bad
44,Middle-aged+,1687,12,education,little,unemployed,good
41,Middle-aged+,1759,12,car,little,4-7yr,good
51,Middle-aged+,1760,48,car,moderate,>7yr,good
61,Middle-aged+,2131,6,education,little,4-7yr,good
39,Middle-aged+,500,24,car,quite rich,>7yr,good
21,Young,1533,48,furniture,little,unemployed,bad
40,Middle-aged+,2194,24,education,moderate,1-4yr,good
42,Middle-aged+,1815,24,car,moderate,1-4yr,good
48,Middle-aged+,2749,36,repairs,rich,4-7yr,good
18,Young,1124,24,repairs,little,>7yr,good
29,Young,2924,48,car,quite rich,1-4yr,bad
23,Young,7203,48,repairs,moderate,1-4yr,bad
18,Young,500,48,other,moderate,<1yr,bad
31,Middle-aged+,2573,60,education,moderate,<1yr,bad
44,Middle-aged+,2974,24,furniture,rich,4-7yr,good
30,Middle-aged+,5413,24,furniture,little,4-7yr,good
53,Middle-aged+,12495,24,other,little,>7yr,good
21,Young,2284,36,education,quite rich,1-4yr,bad
66,Middle-aged+,500,24,car,quite rich,1-4yr,good
44,Middle-aged+,6919,48,car,little,>7yr,bad
37,Middle-aged+,500,48,repairs,rich,1-4yr,good
25,Young,977,24,other,little,1-4yr,bad
34,Middle-aged+,3435,12,other,quite rich,1-4yr,good
47,Middle-aged+,5510,6,furniture,moderate,unemployed,good
32,Middle-aged+,2370,48,repairs,moderate,1-4yr,bad
61,Middle-aged+,6706,24,other,moderate,1-4yr,good
37,Middle-aged+,2378,24,education,rich,1-4yr,good
37,Middle-aged+,2677,24,education,little,1-4yr,good
64,Middle-aged+,2275,36,other,little,1-4yr,good
18,Young,4497,24,education,moderate,1-4yr,good
35,Middle-aged+,500,24,furniture,little,>7yr,good
34,Middle-aged+,3244,36,other,moderate,>7yr,good
35,Middle-aged+,500,60,repairs,quite rich,unemployed,good
62,Middle-aged+,2113,60,car,little,1-4yr,bad
46,Middle-aged+,5279,36,car,rich,1-4yr,good
31,Middle-aged+,3450,12,other,little,4-7yr,good
36,Middle-aged+,2010,36,car,quite rich,4-7yr,bad
47,Middle-aged+,8171,24,education,little,4-7yr,bad
54,Middle-aged+,1280,24,education,rich,>7yr,good
19,Young,1677,36,repairs,rich,4-7yr,bad
46,Middle-aged+,3583,24,car,little,4-7yr,bad
22,Young,500,24,other,quite rich,<1yr,bad
20,Young,860,36,education,moderate,1-4yr,bad
31,Middle-aged+,3451,12,car,moderate,4-7yr,bad
41,Middle-aged+,500,6,other,little,4-7yr,good
52,Middle-aged+,589,48,car,quite rich,1-4yr,good
55,Middle-aged+,7262,24,car,little,<1yr,bad
41,Middle-aged+,1069,60,education,moderate,>7yr,bad
40,Middle-aged+,4760,60,car,rich,1-4yr,good
75,Middle-aged+,6514,12,car,little,1-4yr,good
33,Middle-aged+,2333,36,car,moderate,1-4yr,good
41,Middle-aged+,1936,60,other,quite rich,4-7yr,good
36,Middle-aged+,500,36,repairs,moderate,>7yr,good
37,Middle-aged+,6942,24,furniture,quite rich,1-4yr,good
18,Young,3673,24,education,quite rich,<1yr,good
35,Middle-aged+,500,24,car,moderate,4-7yr,bad
33,Middle-aged+,500,24,repairs,little,>7yr,good
18,Young,5869,12,other,moderate,unemployed,good
18,Young,3316,36,other,rich,>7yr,good
27,Young,4684,24,repairs,moderate,4-7yr,good
32,Middle-aged+,659,36,other,little,<1yr,bad
38,Middle-aged+,3762,36,car,rich,4-7yr,good
39,Middle-aged+,12931,60,repairs,quite rich,>7yr,bad
25,Young,1237,24,repairs,quite rich,unemployed,bad
47,Middle-aged+,2990,60,education,little,1-4yr,bad
59,Middle-aged+,4565,24,repairs,moderate,<1yr,good
50,Middle-aged+,3134,24,education,moderate,unemployed,bad
56,Middle-aged+,5472,24,education,little,<1yr,good
71,Middle-aged+,500,36,furniture,quite rich,4-7yr,good
45,Middle-aged+,1796,24,other,rich,1-4yr,good
41,Middle-aged+,602,48,other,quite rich,1-4yr,good
44,Middle-aged+,673,60,repairs,little,<1yr,bad
18,Young,6680,24,car,moderate,>7yr,bad
36,Middle-aged+,1428,36,furniture,rich,1-4yr,good
18,Young,4945,48,other,moderate,1-4yr,good
46,Middle-aged+,5640,48,furniture,rich,4-7yr,bad
44,Middle-aged+,6186,24,car,rich,4-7yr,good
75,Middle-aged+,1486,24,car,little,4-7yr,good
58,Middle-aged+,11898,24,repairs,rich,>7yr,good
32,Middle-aged+,2080,24,other,rich,1-4yr,good
44,Middle-aged+,1879,36,furniture,quite rich,>7yr,good
52,Middle-aged+,1810,36,car,rich,4-7yr,good
39,Middle-aged+,2460,6,repairs,rich,1-4yr,good
49,Middle-aged+,5629,36,furniture,moderate,1-4yr,good
49,Middle-aged+,1186,60,car,moderate,4-7yr,good
38,Middle-aged+,9087,48,other,quite rich,<1yr,good
24,Young,500,12,repairs,rich,1-4yr,bad
44,Middle-aged+,5771,48,other,rich,<1yr,good
50,Middle-aged+,4574,12,repairs,little,<1yr,good
59,Middle-aged+,6066,6,furniture,little,1-4yr,good
34,Middle-aged+,1127,48,car,little,>7yr,good
24,Young,5159,24,education,little,1-4yr,bad
26,Young,1118,24,furniture,moderate,1-4yr,good
42,Middle-aged+,1663,60,car,quite rich,4-7yr,good
56,Middle-aged+,500,36,furniture,moderate,1-4yr,good
56,Middle-aged+,9326,24,furniture,moderate,4-7yr,good
45,Middle-aged+,1152,6,car,little,1-4yr,good
29,Young,2708,48,car,moderate,1-4yr,bad
40,Middle-aged+,5011,12,repairs,quite rich,1-4yr,good
18,Young,500,12,car,quite rich,>7yr,good
34,Middle-aged+,810,12,other,moderate,4-7yr,good
73,Middle-aged+,14401,6,other,rich,unemployed,good
18,Young,1306,48,other,little,4-7yr,good
34,Middle-aged+,5219,60,repairs,moderate,1-4yr,good
30,Middle-aged+,3186,24,education,little,1-4yr,good
22,Young,4538,36,other,moderate,unemployed,bad
22,Young,1525,24,repairs,rich,<1yr,good
21,Young,4578,48,education,little,4-7yr,good
32,Middle-aged+,500,12,repairs,little,<1yr,bad
42,Middle-aged+,7819,6,repairs,little,>7yr,bad
38,Middle-aged+,10096,48,repairs,little,4-7yr,good
39,Middle-aged+,2898,24,education,rich,1-4yr,good
25,Young,697,48,other,rich,4-7yr,good
40,Middle-aged+,2322,12,other,little,1-4yr,good
18,Young,2957,36,furniture,little,1-4yr,bad
35,Middle-aged+,2757,36,repairs,rich,1-4yr,good
27,Young,500,36,education,little,1-4yr,bad
28,Young,16800,12,furniture,little,>7yr,bad
24,Young,17710,36,repairs,rich,>7yr,bad
18,Young,3552,12,repairs,moderate,4-7yr,good
25,Young,1378,48,other,moderate,1-4yr,bad
20,Young,1506,60,car,moderate,1-4yr,bad
47,Middle-aged+,503,24,other,rich,1-4yr,good
34,Middle-aged+,2701,60,education,quite rich,<1yr,good
36,Middle-aged+,6666,12,car,rich,1-4yr,good
18,Young,2021,24,car,moderate,>7yr,good
50,Middle-aged+,12310,48,furniture,little,4-7yr,bad
31,Middle-aged+,5474,6,furniture,rich,1-4yr,good
55,Middle-aged+,3383,36,repairs,quite rich,4-7yr,good
40,Middle-aged+,500,36,repairs,moderate,<1yr,good
47,Middle-aged+,3041,24,other,little,1-4yr,bad
48,Middle-aged+,3250,24,furniture,quite rich,1-4yr,good
33,Middle-aged+,3056,36,car,moderate,1-4yr,bad
34,Middle-aged+,2280,12,education,rich,1-4yr,good
60,Middle-aged+,1021,12,other,rich,>7yr,good
39,Middle-aged+,18172,48,repairs,quite rich,>7yr,good
59,Middle-aged+,635,36,car,little,1-4yr,bad
37,Middle-aged+,1677,12,education,rich,4-7yr,good
40,Middle-aged+,8078,24,repairs,moderate,4-7yr,good
33,Middle-aged+,9809,24,furniture,little,<1yr,bad
25,Young,5413,12,education,rich,>7yr,bad
18,Young,500,12,car,moderate,unemployed,bad
39,Middle-aged+,1127,12,furniture,little,>7yr,good
47,Middle-aged+,2966,24,education,moderate,>7yr,bad
18,Young,6993,36,car,moderate,<1yr,good
44,Middle-aged+,5981,24,repairs,little,1-4yr,bad
42,Middle-aged+,6191,36,education,little,unemployed,good
44,Middle-aged+,2870,24,other,little,1-4yr,good
50,Middle-aged+,1280,24,education,little,1-4yr,bad
64,Middle-aged+,3207,6,education,rich,4-7yr,good
41,Middle-aged+,2823,48,education,quite rich,1-4yr,bad
27,Young,844,36,education,little,4-7yr,bad
65,Middle-aged+,500,36,other,little,4-7yr,good
56,Middle-aged+,10916,12,education,little,<1yr,bad
47,Middle-aged+,7868,48,other,moderate,1-4yr,good
32,Middle-aged+,11082,48,car,little,4-7yr,good
28,Young,9444,24,car,quite rich,1-4yr,bad
25,Young,778,24,repairs,little,<1yr,bad
57,Middle-aged+,6490,60,furniture,little,unemployed,bad
42,Middle-aged+,4077,24,furniture,moderate,1-4yr,good
21,Young,3724,60,other,rich,4-7yr,good
57,Middle-aged+,3251,36,furniture,little,>7yr,bad
22,Young,2477,12,education,quite rich,1-4yr,good
26,Young,2062,24,car,moderate,<1yr,good
50,Middle-aged+,919,36,furniture,little,1-4yr,good
47,Middle-aged+,4470,48,other,rich,4-7yr,good
47,Middle-aged+,500,48,furniture,rich,>7yr,bad
43,Middle-aged+,3903,48,car,moderate,1-4yr,good
35,Middle-aged+,3004,24,furniture,quite rich,1-4yr,good
34,Middle-aged+,4601,48,other,rich,4-7yr,good
25,Young,10120,12,education,little,<1yr,bad
22,Young,2665,12,furniture,rich,>7yr,good
43,Middle-aged+,500,48,other,little,<1yr,bad
35,Middle-aged+,500,36,furniture,little,>7yr,good
18,Young,6069,36,car,little,1-4yr,bad
37,Middle-aged+,5976,60,car,little,1-4yr,bad
43,Middle-aged+,1433,60,other,quite rich,unemployed,bad
19,Young,1096,24,furniture,little,1-4yr,bad
24,Young,6112,60,furniture,little,>7yr,bad
33,Middle-aged+,2154,48,car,moderate,unemployed,good
53,Middle-aged+,500,12,furniture,little,4-7yr,good
30,Middle-aged+,5670,12,furniture,little,4-7yr,good
36,Middle-aged+,5318,6,furniture,moderate,4-7yr,good
38,Middle-aged+,16098,12,car,rich,1-4yr,good
32,Middle-aged+,1675,24,other,quite rich,1-4yr,good
68,Middle-aged+,6770,6,repairs,moderate,unemployed,bad
42,Middle-aged+,500,12,car,moderate,4-7yr,good
18,Young,1401,24,car,quite rich,1-4yr,good
58,Middle-aged+,3510,36,repairs,quite rich,1-4yr,good
28,Young,6863,24,car,little,unemployed,bad
34,Middle-aged+,7641,12,repairs,moderate,1-4yr,good
45,Middle-aged+,5103,24,repairs,moderate,1-4yr,bad
38,Middle-aged+,5908,12,other,little,<1yr,good
55,Middle-aged+,596,24,car,quite rich,<1yr,good
30,Middle-aged+,1638,12,furniture,quite rich,1-4yr,good
21,Young,2636,48,car,moderate,unemployed,bad
26,Young,759,36,car,little,1-4yr,bad
18,Young,1151,24,furniture,little,<1yr,bad
28,Young,9099,6,other,moderate,1-4yr,good
31,Middle-aged+,1063,6,other,rich,<1yr,bad
52,Middle-aged+,2679,12,furniture,quite rich,1-4yr,good
53,Middle-aged+,4512,12,furniture,little,4-7yr,good
37,Middle-aged+,500,24,education,moderate,1-4yr,good
40,Middle-aged+,1490,6,education,quite rich,4-7yr,bad
38,Middle-aged+,2243,24,education,little,1-4yr,good
51,Middle-aged+,4238,48,education,moderate,1-4yr,bad
21,Young,7667,12,repairs,rich,unemployed,good
21,Young,4258,48,furniture,quite rich,>7yr,bad
42,Middle-aged+,1336,24,furniture,little,>7yr,good
19,Young,1630,48,education,rich,>7yr,good
20,Young,1204,6,other,little,1-4yr,bad
23,Young,22266,36,repairs,little,1-4yr,bad
18,Young,2609,60,furniture,little,<1yr,bad
26,Young,2874,12,car,quite rich,>7yr,good
18,Young,1737,24,other,moderate,<1yr,good
27,Young,1548,36,education,moderate,4-7yr,bad
64,Middle-aged+,3681,24,education,little,>7yr,good
36,Middle-aged+,1041,48,other,quite rich,<1yr,good
41,Middle-aged+,2398,24,furniture,little,>7yr,good
48,Middle-aged+,12642,24,education,moderate,1-4yr,good
29,Young,1090,36,car,little,<1yr,bad
41,Middle-aged+,3951,24,education,moderate,4-7yr,good
55,Middle-aged+,1622,36,car,quite rich,4-7yr,good
58,Middle-aged+,1956,12,other,little,>7yr,bad
29,Young,1370,24,other,moderate,1-4yr,good
41,Middle-aged+,500,24,education,moderate,<1yr,good
34,Middle-aged+,500,60,car,rich,4-7yr,good
25,Young,1088,12,education,quite rich,<1yr,bad
39,Middle-aged+,500,12,furniture,moderate,<1yr,good
42,Middle-aged+,2009,36,other,little,1-4yr,bad
65,Middle-aged+,5972,48,repairs,moderate,4-7yr,good
29,Young,1715,6,repairs,little,1-4yr,good
31,Middle-aged+,662,36,other,little,1-4yr,bad
35,Middle-aged+,500,12,repairs,moderate,1-4yr,good
46,Middle-aged+,1229,12,car,little,>7yr,good
24,Young,500,36,car,quite rich,4-7yr,bad
36,Middle-aged+,2232,24,car,little,<1yr,bad
30,Middle-aged+,6434,60,repairs,quite rich,1-4yr,good
25,Young,2472,36,furniture,little,<1yr,bad
61,Middle-aged+,6987,60,car,quite rich,4-7yr,good
37,Middle-aged+,1373,12,repairs,moderate,1-4yr,good
40,Middle-aged+,5975,36,repairs,quite rich,1-4yr,bad
37,Middle-aged+,4204,60,furniture,moderate,1-4yr,bad
65,Middle-aged+,4856,60,other,rich,>7yr,good
39,Middle-aged+,2211,36,education,moderate,<1yr,bad
18,Young,3836,36,car,moderate,<1yr,good
43,Middle-aged+,8620,24,other,moderate,<1yr,bad
59,Middle-aged+,1091,12,car,moderate,<1yr,good
37,Middle-aged+,8486,60,education,little,1-4yr,bad
47,Middle-aged+,5820,12,car,moderate,<1yr,good
50,Middle-aged+,3044,36,repairs,little,<1yr,bad
18,Young,15058,24,repairs,little,>7yr,bad
41,Middle-aged+,4039,6,repairs,little,4-7yr,bad
37,Middle-aged+,808,24,furniture,rich,<1yr,bad
63,Middle-aged+,10356,6,furniture,little,<1yr,bad
18,Young,1541,12,car,quite rich,4-7yr,good
69,Middle-aged+,10726,24,car,little,<1yr,good
40,Middle-aged+,2127,36,repairs,quite rich,4-7yr,good
38,Middle-aged+,5955,6,furniture,little,1-4yr,good
18,Young,2660,6,other,moderate,4-7yr,bad
18,Young,833,6,repairs,quite rich,1-4yr,good
20,Young,9060,12,furniture,little,4-7yr,bad
23,Young,2576,24,education,little,<1yr,bad
58,Middle-aged+,500,60,car,little,>7yr,good
